Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","14/03/2023 01:27 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=Y0gv5U
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2021
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2021,Cyprus,CYP,Canada,CAN,5,5,-
2021,Cyprus,CYP,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2021,Czechia,CZE,Argentina,ARG,0,5,-
2021,Czechia,CZE,Australia,AUS,0,5,-
2021,Czechia,CZE,Belgium,BEL,5,0,-
2021,Czechia,CZE,Brazil,BRA,0,6,-
2021,Czechia,CZE,Canada,CAN,324,66,-
2021,Czechia,CZE,Germany,DEU,404,5,-
2021,Czechia,CZE,"New Zealand",NZL,12,0,-
2021,Czechia,CZE,Switzerland,CHE,5,0,-
2021,Czechia,CZE,"United States of America",USA,8,74,-
2021,Denmark,DNK,Brazil,BRA,0,12,-
2021,Denmark,DNK,Canada,CAN,8,8,-
2021,Denmark,DNK,"United States of America",USA,0,5,-
2021,Djibouti,DJI,Egypt,EGY,24,11,-
2021,Djibouti,DJI,Australia,AUS,5,0,-
2021,Djibouti,DJI,Belgium,BEL,383,60,-
2021,Djibouti,DJI,Brazil,BRA,0,11,-
2021,Djibouti,DJI,Canada,CAN,1154,36,-
2021,Djibouti,DJI,Cyprus,CYP,0,9,-
2021,Djibouti,DJI,Ethiopia,ETH,56,5,-
2021,Djibouti,DJI,France,FRA,518,141,-
2021,Djibouti,DJI,"United Kingdom of Great Britain and Northern Ireland",GBR,6,5,-
2021,Djibouti,DJI,Germany,DEU,38,14,-
2021,Djibouti,DJI,Greece,GRC,12,8,-
2021,Djibouti,DJI,Kuwait,KWT,0,5,-
2021,Djibouti,DJI,Poland,POL,0,5,-
2021,Djibouti,DJI,Somalia,SOM,0,7,-
2021,Djibouti,DJI,Spain,ESP,0,5,-
2021,Djibouti,DJI,Sweden,SWE,30,17,-
2021,Djibouti,DJI,Switzerland,CHE,17,0,-
2021,Djibouti,DJI,"United States of America",USA,359,649,-
2021,Djibouti,DJI,Yemen,YEM,5,6,-
2021,Dominica,DMA,Brazil,BRA,0,18,-
2021,Dominica,DMA,Canada,CAN,8,5,-
2021,Dominica,DMA,France,FRA,5,0,-
2021,Dominica,DMA,"United Kingdom of Great Britain and Northern Ireland",GBR,22,25,-
2021,Dominica,DMA,Germany,DEU,5,0,-
2021,Dominica,DMA,Mexico,MEX,0,10,-
2021,Dominica,DMA,Peru,PER,0,5,-
2021,Dominica,DMA,"United States of America",USA,14,61,-
2021,"Dominican Rep.",DOM,Argentina,ARG,9,568,-
2021,"Dominican Rep.",DOM,Brazil,BRA,6,1293,-
2021,"Dominican Rep.",DOM,Canada,CAN,129,169,-
2021,"Dominican Rep.",DOM,Chile,CHL,0,128,-
2021,"Dominican Rep.",DOM,"Costa Rica",CRI,0,105,-
2021,"Dominican Rep.",DOM,Ecuador,ECU,5,0,-
2021,"Dominican Rep.",DOM,Finland,FIN,5,0,-
2021,"Dominican Rep.",DOM,France,FRA,136,36,-
2021,"Dominican Rep.",DOM,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2021,"Dominican Rep.",DOM,Germany,DEU,8,5,-
2021,"Dominican Rep.",DOM,Greece,GRC,10,5,-
2021,"Dominican Rep.",DOM,Italy,ITA,12,12,-
2021,"Dominican Rep.",DOM,Mexico,MEX,32,197,-
2021,"Dominican Rep.",DOM,Panama,PAN,5,0,-
2021,"Dominican Rep.",DOM,Paraguay,PRY,0,10,-
2021,"Dominican Rep.",DOM,Peru,PER,20,55,-
2021,"Dominican Rep.",DOM,Spain,ESP,11,230,-
2021,"Dominican Rep.",DOM,Suriname,SUR,0,9,-
2021,"Dominican Rep.",DOM,"Trinidad and Tobago",TTO,0,139,-
2021,"Dominican Rep.",DOM,Uruguay,URY,0,317,-
2021,"Dominican Rep.",DOM,"United States of America",USA,247,1359,-
2021,Ecuador,ECU,Argentina,ARG,16,31,-
2021,Ecuador,ECU,Belgium,BEL,0,15,-
2021,Ecuador,ECU,"Bolivia (Plurinational State of)",BOL,5,6,-
2021,Ecuador,ECU,Brazil,BRA,58,105,-
2021,Ecuador,ECU,Canada,CAN,54,114,-
2021,Ecuador,ECU,Chile,CHL,23,29,-
2021,Ecuador,ECU,Colombia,COL,5,7,-
2021,Ecuador,ECU,"Costa Rica",CRI,0,58,-
2021,Ecuador,ECU,France,FRA,37,0,-
2021,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,5,18,-
2021,Ecuador,ECU,Germany,DEU,12,5,-
2021,Ecuador,ECU,Greece,GRC,0,5,-
2021,Ecuador,ECU,Israel,ISR,0,21,-
2021,Ecuador,ECU,Italy,ITA,11,23,-
2021,Ecuador,ECU,Mexico,MEX,43,297,-
2021,Ecuador,ECU,Montenegro,MNE,0,5,-
2021,Ecuador,ECU,Panama,PAN,0,15,-
2021,Ecuador,ECU,Paraguay,PRY,0,5,-
2021,Ecuador,ECU,Peru,PER,0,270,-
2021,Ecuador,ECU,Spain,ESP,13,485,-
2021,Ecuador,ECU,Sweden,SWE,5,5,-
2021,Ecuador,ECU,Switzerland,CHE,5,0,-
2021,Ecuador,ECU,Uruguay,URY,8,24,-
2021,Ecuador,ECU,"United States of America",USA,1525,25743,-
2021,"Equatorial Guinea",GNQ,Brazil,BRA,0,14,-
2021,"Equatorial Guinea",GNQ,Canada,CAN,19,0,-
2021,"Equatorial Guinea",GNQ,France,FRA,60,0,-
2021,"Equatorial Guinea",GNQ,"United Kingdom of Great Britain and Northern Ireland",GBR,0,9,-
2021,"Equatorial Guinea",GNQ,Germany,DEU,27,5,-
2021,"Equatorial Guinea",GNQ,Greece,GRC,5,0,-
2021,"Equatorial Guinea",GNQ,Spain,ESP,30,110,-
2021,"Equatorial Guinea",GNQ,Sweden,SWE,5,0,-
2021,"Equatorial Guinea",GNQ,Switzerland,CHE,5,0,-
2021,"Equatorial Guinea",GNQ,"United States of America",USA,17,97,-
2021,Eritrea,ERI,Algeria,DZA,5,5,-
2021,Eritrea,ERI,Angola,AGO,83,1791,-
2021,Eritrea,ERI,Egypt,EGY,14141,6785,-
2021,Eritrea,ERI,Argentina,ARG,0,5,-
2021,Eritrea,ERI,Australia,AUS,96,11,-
2021,Eritrea,ERI,Austria,AUT,471,49,-
2021,Eritrea,ERI,Belgium,BEL,3974,1320,-
2021,Eritrea,ERI,Benin,BEN,5,0,-
2021,Eritrea,ERI,Brazil,BRA,25,119,-
2021,Eritrea,ERI,Bulgaria,BGR,12,5,-
2021,Eritrea,ERI,Canada,CAN,2086,201,-
2021,Eritrea,ERI,Chad,TCD,7,14,-
2021,Eritrea,ERI,China,CHN,6,0,-
2021,Eritrea,ERI,"Dem. Rep. of the Congo",COD,7,0,-
2021,Eritrea,ERI,Colombia,COL,5,0,-
2021,Eritrea,ERI,"Costa Rica",CRI,0,7,-
2021,Eritrea,ERI,Cuba,CUB,5,0,-
2021,Eritrea,ERI,Cyprus,CYP,53,5,-
2021,Eritrea,ERI,Czechia,CZE,11,0,-
2021,Eritrea,ERI,Denmark,DNK,5813,139,-
2021,Eritrea,ERI,Djibouti,DJI,617,381,-
2021,Eritrea,ERI,Ecuador,ECU,11,5,-
2021,Eritrea,ERI,Estonia,EST,10,0,-
2021,Eritrea,ERI,Ethiopia,ETH,158294,236,-
2021,Eritrea,ERI,Finland,FIN,869,6,-
2021,Eritrea,ERI,France,FRA,10723,944,-
2021,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,14753,6489,-
2021,Eritrea,ERI,Georgia,GEO,10,20,-
2021,Eritrea,ERI,Germany,DEU,63128,3038,-
2021,Eritrea,ERI,Ghana,GHA,102,78,-
2021,Eritrea,ERI,Greece,GRC,1354,182,-
2021,Eritrea,ERI,Guinea,GIN,14,0,-
2021,Eritrea,ERI,Croatia,HRV,24,0,-
2021,Eritrea,ERI,Hungary,HUN,47,0,-
2021,Eritrea,ERI,Iceland,ISL,9,0,-
2021,Eritrea,ERI,"Cote d'Ivoire",CIV,8,0,-
2021,Eritrea,ERI,India,IND,13,10,-
2021,Eritrea,ERI,Indonesia,IDN,133,123,-
2021,Eritrea,ERI,Ireland,IRL,96,15,-
2021,Eritrea,ERI,Iraq,IRQ,5,28,-
2021,Eritrea,ERI,Israel,ISR,221,11018,-
2021,Eritrea,ERI,Italy,ITA,3236,9330,-
2021,Eritrea,ERI,Jordan,JOR,38,5,-
2021,Eritrea,ERI,Kenya,KEN,902,1298,-
2021,Eritrea,ERI,"Rep. of Korea",KOR,10,0,-
2021,Eritrea,ERI,Kuwait,KWT,5,28,-
2021,Eritrea,ERI,Libya,LBY,344,3992,-
2021,Eritrea,ERI,Lebanon,LBN,19,18,-
2021,Eritrea,ERI,Lesotho,LSO,43,44,-
2021,Eritrea,ERI,Liechtenstein,LIE,12,0,-
2021,Eritrea,ERI,Lithuania,LTU,40,0,-
2021,Eritrea,ERI,Luxembourg,LUX,1329,330,-
2021,Eritrea,ERI,Latvia,LVA,35,0,-
2021,Eritrea,ERI,Mexico,MEX,7,102,-
2021,Eritrea,ERI,Mali,MLI,5,0,-
2021,Eritrea,ERI,Malaysia,MYS,25,15,-
2021,Eritrea,ERI,Malawi,MWI,0,8,-
2021,Eritrea,ERI,Morocco,MAR,19,50,-
2021,Eritrea,ERI,Mozambique,MOZ,0,26,-
2021,Eritrea,ERI,Malta,MLT,867,325,-
2021,Eritrea,ERI,Netherlands,NLD,14699,582,-
2021,Eritrea,ERI,Niger,NER,72,157,-
2021,Eritrea,ERI,Nigeria,NGA,40,10,-
2021,Eritrea,ERI,Norway,NOR,11460,83,-
2021,Eritrea,ERI,"New Zealand",NZL,6,0,-
2021,Eritrea,ERI,Panama,PAN,0,38,-
2021,Eritrea,ERI,Philippines,PHL,21,16,-
2021,Eritrea,ERI,Poland,POL,5,0,-
2021,Eritrea,ERI,Portugal,PRT,201,0,-
2021,Eritrea,ERI,Qatar,QAT,0,5,-
2021,Eritrea,ERI,Romania,ROU,77,23,-
2021,Eritrea,ERI,"South Africa",ZAF,1395,1033,-
2021,Eritrea,ERI,Rwanda,RWA,131,108,-
2021,Eritrea,ERI,"Saudi Arabia",SAU,36,131,-
2021,Eritrea,ERI,Senegal,SEN,0,14,-
2021,Eritrea,ERI,Somalia,SOM,52,39,-
2021,Eritrea,ERI,Spain,ESP,309,55,-
2021,Eritrea,ERI,"South Sudan",SSD,365,2614,-
2021,Eritrea,ERI,Sudan,SDN,115678,11063,-
2021,Eritrea,ERI,Slovenia,SVN,86,0,-
2021,Eritrea,ERI,Eswatini,SWZ,0,5,-
2021,Eritrea,ERI,Sweden,SWE,26428,349,-
2021,Eritrea,ERI,Switzerland,CHE,38588,278,-
2021,Eritrea,ERI,"Syrian Arab Rep.",SYR,19,0,-
2021,Eritrea,ERI,Tunisia,TUN,142,168,-
2021,Eritrea,ERI,"United Arab Emirates",ARE,0,7,-
2021,Eritrea,ERI,Uganda,UGA,11201,10220,-
2021,Eritrea,ERI,Ukraine,UKR,11,27,-
2021,Eritrea,ERI,"United States of America",USA,5271,1073,-
2021,Eritrea,ERI,Yemen,YEM,1330,479,-
2021,Eritrea,ERI,Zambia,ZMB,86,6,-
2021,Eritrea,ERI,Zimbabwe,ZWE,20,5,-
2021,Estonia,EST,Canada,CAN,6,5,-
2021,Estonia,EST,France,FRA,5,0,-
2021,Estonia,EST,"South Africa",ZAF,5,6,-
2021,Estonia,EST,"Russian Federation",RUS,5,0,-
2021,Estonia,EST,"United States of America",USA,250,37,-
2021,Ethiopia,ETH,Angola,AGO,0,57,-
2021,Ethiopia,ETH,Egypt,EGY,5589,9895,-
2021,Ethiopia,ETH,Argentina,ARG,5,0,-
2021,Ethiopia,ETH,Australia,AUS,342,223,-
2021,Ethiopia,ETH,Austria,AUT,241,67,-
2021,Ethiopia,ETH,Belgium,BEL,175,175,-
2021,Ethiopia,ETH,Belarus,BLR,5,5,-
2021,Ethiopia,ETH,Botswana,BWA,5,0,-
2021,Ethiopia,ETH,Brazil,BRA,27,89,-
2021,Ethiopia,ETH,Bulgaria,BGR,9,0,-
2021,Ethiopia,ETH,Canada,CAN,1715,324,-
2021,Ethiopia,ETH,Chad,TCD,19,9,-
2021,Ethiopia,ETH,China,CHN,0,8,-
2021,Ethiopia,ETH,"Dem. Rep. of the Congo",COD,0,5,-
2021,Ethiopia,ETH,Colombia,COL,7,0,-
2021,Ethiopia,ETH,"Costa Rica",CRI,5,0,-
2021,Ethiopia,ETH,Cuba,CUB,6,0,-
2021,Ethiopia,ETH,Cyprus,CYP,10,14,-
2021,Ethiopia,ETH,Czechia,CZE,5,5,-
2021,Ethiopia,ETH,Denmark,DNK,94,13,-
2021,Ethiopia,ETH,Djibouti,DJI,2158,10908,-
2021,Ethiopia,ETH,Ecuador,ECU,5,0,-
2021,Ethiopia,ETH,Eritrea,ERI,15,0,-
2021,Ethiopia,ETH,Finland,FIN,151,19,-
2021,Ethiopia,ETH,France,FRA,2899,499,-
2021,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,1921,1323,-
2021,Ethiopia,ETH,Georgia,GEO,0,5,-
2021,Ethiopia,ETH,Germany,DEU,6508,3388,-
2021,Ethiopia,ETH,Ghana,GHA,8,6,-
2021,Ethiopia,ETH,Greece,GRC,501,42,-
2021,Ethiopia,ETH,"China, Hong Kong SAR",HKG,7,0,-
2021,Ethiopia,ETH,Hungary,HUN,43,0,-
2021,Ethiopia,ETH,Iceland,ISL,6,6,-
2021,Ethiopia,ETH,"Cote d'Ivoire",CIV,5,5,-
2021,Ethiopia,ETH,India,IND,23,35,-
2021,Ethiopia,ETH,Indonesia,IDN,125,35,-
2021,Ethiopia,ETH,Ireland,IRL,58,23,-
2021,Ethiopia,ETH,Iraq,IRQ,0,7,-
2021,Ethiopia,ETH,Israel,ISR,106,813,-
2021,Ethiopia,ETH,Italy,ITA,969,75,-
2021,Ethiopia,ETH,Jordan,JOR,19,21,-
2021,Ethiopia,ETH,Japan,JPN,32,0,-
2021,Ethiopia,ETH,Kenya,KEN,20647,9720,-
2021,Ethiopia,ETH,"Rep. of Korea",KOR,171,164,-
2021,Ethiopia,ETH,Kuwait,KWT,0,7,-
2021,Ethiopia,ETH,Libya,LBY,32,939,-
2021,Ethiopia,ETH,Lebanon,LBN,46,907,-
2021,Ethiopia,ETH,Lesotho,LSO,24,16,-
2021,Ethiopia,ETH,Lithuania,LTU,5,0,-
2021,Ethiopia,ETH,Luxembourg,LUX,63,40,-
2021,Ethiopia,ETH,Mauritania,MRT,8,8,-
2021,Ethiopia,ETH,Mexico,MEX,6,25,-
2021,Ethiopia,ETH,Malaysia,MYS,12,11,-
2021,Ethiopia,ETH,Malawi,MWI,11,68,-
2021,Ethiopia,ETH,Morocco,MAR,0,11,-
2021,Ethiopia,ETH,Mozambique,MOZ,8,18,-
2021,Ethiopia,ETH,Malta,MLT,175,43,-
2021,Ethiopia,ETH,Netherlands,NLD,348,152,-
2021,Ethiopia,ETH,Niger,NER,30,19,-
2021,Ethiopia,ETH,Nigeria,NGA,8,0,-
2021,Ethiopia,ETH,Norway,NOR,1301,67,-
2021,Ethiopia,ETH,"New Zealand",NZL,14,0,-
2021,Ethiopia,ETH,Peru,PER,5,0,-
2021,Ethiopia,ETH,Philippines,PHL,5,5,-
2021,Ethiopia,ETH,Poland,POL,5,5,-
2021,Ethiopia,ETH,Portugal,PRT,11,0,-
2021,Ethiopia,ETH,Romania,ROU,6,5,-
2021,Ethiopia,ETH,"South Africa",ZAF,15284,46123,-
2021,Ethiopia,ETH,"Russian Federation",RUS,0,5,-
2021,Ethiopia,ETH,Rwanda,RWA,5,5,-
2021,Ethiopia,ETH,"Saudi Arabia",SAU,0,9,-
2021,Ethiopia,ETH,Somalia,SOM,4400,15994,-
2021,Ethiopia,ETH,Spain,ESP,56,25,-
2021,Ethiopia,ETH,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,-
2021,Ethiopia,ETH,"South Sudan",SSD,4532,749,-
2021,Ethiopia,ETH,Sudan,SDN,56806,14533,-
2021,Ethiopia,ETH,Eswatini,SWZ,12,40,-
2021,Ethiopia,ETH,Sweden,SWE,2500,399,-
2021,Ethiopia,ETH,Switzerland,CHE,1781,146,-
2021,Ethiopia,ETH,"Syrian Arab Rep.",SYR,12,0,-
2021,Ethiopia,ETH,Thailand,THA,12,5,-
2021,Ethiopia,ETH,Tunisia,TUN,5,46,-
2021,Ethiopia,ETH,"United Arab Emirates",ARE,8,5,-
2021,Ethiopia,ETH,Uganda,UGA,2691,1504,-
2021,Ethiopia,ETH,Ukraine,UKR,26,10,-
2021,Ethiopia,ETH,"United States of America",USA,7659,8671,-
2021,Ethiopia,ETH,Yemen,YEM,6466,10593,-
2021,Ethiopia,ETH,Zambia,ZMB,44,6,-
2021,Ethiopia,ETH,Zimbabwe,ZWE,67,14,-
2021,"French Guiana",GUF,Brazil,BRA,0,19,-
2021,"French Guiana",GUF,"Costa Rica",CRI,0,5,-
2021,"French Guiana",GUF,Mexico,MEX,0,72,-
2021,Fiji,FJI,Australia,AUS,276,2522,-
2021,Fiji,FJI,Brazil,BRA,0,21,-
2021,Fiji,FJI,Canada,CAN,0,6,-
2021,Fiji,FJI,"United Kingdom of Great Britain and Northern Ireland",GBR,8,0,-
2021,Fiji,FJI,"New Zealand",NZL,16,23,-
2021,Fiji,FJI,"United States of America",USA,114,425,-
2021,Finland,FIN,Canada,CAN,5,0,-
2021,France,FRA,Australia,AUS,0,23,-
2021,France,FRA,Belgium,BEL,0,5,-
2021,France,FRA,Brazil,BRA,0,44,-
2021,France,FRA,Canada,CAN,0,53,-
2021,France,FRA,Germany,DEU,13,0,-
2021,France,FRA,Mexico,MEX,0,17,-
2021,France,FRA,Spain,ESP,0,5,-
2021,France,FRA,Switzerland,CHE,8,0,-
2021,France,FRA,"United States of America",USA,17,132,-
2021,Gabon,GAB,Austria,AUT,5,0,-
2021,Gabon,GAB,Belgium,BEL,26,30,-
2021,Gabon,GAB,Canada,CAN,41,39,-
2021,Gabon,GAB,Cyprus,CYP,0,5,-
2021,Gabon,GAB,France,FRA,457,404,-
2021,Gabon,GAB,"United Kingdom of Great Britain and Northern Ireland",GBR,8,7,-
2021,Gabon,GAB,Germany,DEU,15,28,-
2021,Gabon,GAB,Greece,GRC,5,9,-
2021,Gabon,GAB,Italy,ITA,0,6,-
2021,Gabon,GAB,Luxembourg,LUX,5,0,-
2021,Gabon,GAB,Morocco,MAR,0,8,-
2021,Gabon,GAB,"South Africa",ZAF,0,11,-
2021,Gabon,GAB,Spain,ESP,5,5,-
2021,Gabon,GAB,Switzerland,CHE,5,0,-
2021,Gabon,GAB,Togo,TGO,0,6,-
2021,Gabon,GAB,"United States of America",USA,48,344,-
2021,Gambia,GMB,Algeria,DZA,0,5,-
2021,Gambia,GMB,Argentina,ARG,0,10,-
2021,Gambia,GMB,Australia,AUS,8,11,-
2021,Gambia,GMB,Austria,AUT,112,66,-
2021,Gambia,GMB,Belgium,BEL,36,110,-
2021,Gambia,GMB,Brazil,BRA,7,353,-
2021,Gambia,GMB,Canada,CAN,101,77,-
2021,Gambia,GMB,Cameroon,CMR,0,5,-
2021,Gambia,GMB,"Costa Rica",CRI,0,5,-
2021,Gambia,GMB,Cyprus,CYP,6,50,-
2021,Gambia,GMB,Denmark,DNK,5,5,-
2021,Gambia,GMB,Finland,FIN,28,9,-
2021,Gambia,GMB,France,FRA,506,345,-
2021,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,923,276,-
2021,Gambia,GMB,Germany,DEU,1369,1300,-
2021,Gambia,GMB,Greece,GRC,99,77,-
2021,Gambia,GMB,Guinea,GIN,5,0,-
2021,Gambia,GMB,Ireland,IRL,0,6,-
2021,Gambia,GMB,Italy,ITA,6056,691,-
2021,Gambia,GMB,"Rep. of Korea",KOR,0,44,-
2021,Gambia,GMB,Lebanon,LBN,0,8,-
2021,Gambia,GMB,Luxembourg,LUX,6,10,-
2021,Gambia,GMB,Mauritania,MRT,0,11,-
2021,Gambia,GMB,Mexico,MEX,0,5,-
2021,Gambia,GMB,Morocco,MAR,0,128,-
2021,Gambia,GMB,Malta,MLT,26,90,-
2021,Gambia,GMB,Netherlands,NLD,47,87,-
2021,Gambia,GMB,Norway,NOR,13,0,-
2021,Gambia,GMB,Peru,PER,5,0,-
2021,Gambia,GMB,Portugal,PRT,8,118,-
2021,Gambia,GMB,Romania,ROU,5,0,-
2021,Gambia,GMB,"South Africa",ZAF,0,5,-
2021,Gambia,GMB,Senegal,SEN,31,384,-
2021,Gambia,GMB,Spain,ESP,51,525,-
2021,Gambia,GMB,Sweden,SWE,179,78,-
2021,Gambia,GMB,Switzerland,CHE,53,12,-
2021,Gambia,GMB,Tunisia,TUN,0,20,-
2021,Gambia,GMB,"United States of America",USA,1357,805,-
2021,Palestinian,PSE,Albania,ALB,8,0,-
2021,Palestinian,PSE,Algeria,DZA,185,0,-
2021,Palestinian,PSE,Egypt,EGY,70021,0,-
2021,Palestinian,PSE,Argentina,ARG,21,12,-
2021,Palestinian,PSE,Armenia,ARM,7,0,-
2021,Palestinian,PSE,Australia,AUS,477,185,-
2021,Palestinian,PSE,Azerbaijan,AZE,5,0,-
2021,Palestinian,PSE,Bahrain,BHR,0,15,-
2021,Palestinian,PSE,Belgium,BEL,3109,2030,-
2021,Palestinian,PSE,Belarus,BLR,0,6,-
2021,Palestinian,PSE,Brazil,BRA,578,369,-
2021,Palestinian,PSE,"Bosnia and Herzegovina",BIH,5,0,-
2021,Palestinian,PSE,Canada,CAN,2374,242,-
2021,Palestinian,PSE,China,CHN,12,10,-
2021,Palestinian,PSE,Chile,CHL,15,7,-
2021,Palestinian,PSE,"Dem. Rep. of the Congo",COD,0,6,-
2021,Palestinian,PSE,Cyprus,CYP,2208,125,-
2021,Palestinian,PSE,Denmark,DNK,5,0,-
2021,Palestinian,PSE,Ecuador,ECU,11,6,-
2021,Palestinian,PSE,Ethiopia,ETH,0,14,-
2021,Palestinian,PSE,France,FRA,1954,38,-
2021,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,599,548,-
2021,Palestinian,PSE,Georgia,GEO,0,15,-
2021,Palestinian,PSE,Germany,DEU,2025,905,-
2021,Palestinian,PSE,Ghana,GHA,18,10,-
2021,Palestinian,PSE,Greece,GRC,5508,385,-
2021,Palestinian,PSE,"China, Hong Kong SAR",HKG,5,0,-
2021,Palestinian,PSE,Hungary,HUN,87,0,-
2021,Palestinian,PSE,Iceland,ISL,133,14,-
2021,Palestinian,PSE,India,IND,52,11,-
2021,Palestinian,PSE,Indonesia,IDN,208,87,-
2021,Palestinian,PSE,Ireland,IRL,130,24,-
2021,Palestinian,PSE,Iraq,IRQ,7885,142,-
2021,Palestinian,PSE,Italy,ITA,716,138,-
2021,Palestinian,PSE,"Rep. of Korea",KOR,8,6,-
2021,Palestinian,PSE,Kuwait,KWT,5,5,-
2021,Palestinian,PSE,Libya,LBY,560,1487,-
2021,Palestinian,PSE,"Sri Lanka",LKA,6,5,-
2021,Palestinian,PSE,Latvia,LVA,7,0,-
2021,Palestinian,PSE,Mauritania,MRT,78,43,-
2021,Palestinian,PSE,"Rep. of Moldova",MDA,5,0,-
2021,Palestinian,PSE,Mexico,MEX,5,7,-
2021,Palestinian,PSE,Malaysia,MYS,249,526,-
2021,Palestinian,PSE,Morocco,MAR,89,169,-
2021,Palestinian,PSE,Malta,MLT,74,29,-
2021,Palestinian,PSE,Netherlands,NLD,148,21,-
2021,Palestinian,PSE,Nigeria,NGA,16,17,-
2021,Palestinian,PSE,"New Zealand",NZL,12,5,-
2021,Palestinian,PSE,Pakistan,PAK,21,0,-
2021,Palestinian,PSE,Peru,PER,41,8,-
2021,Palestinian,PSE,Philippines,PHL,59,15,-
2021,Palestinian,PSE,Poland,POL,5,16,-
2021,Palestinian,PSE,Portugal,PRT,5,5,-
2021,Palestinian,PSE,Qatar,QAT,0,7,-
2021,Palestinian,PSE,Romania,ROU,58,12,-
2021,Palestinian,PSE,"South Africa",ZAF,39,10,-
2021,Palestinian,PSE,"Russian Federation",RUS,5,0,-
2021,Palestinian,PSE,"Saudi Arabia",SAU,7,434,-
2021,Palestinian,PSE,Somalia,SOM,9,0,-
2021,Palestinian,PSE,Spain,ESP,1351,410,-
2021,Palestinian,PSE,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,6,0,-
2021,Palestinian,PSE,Sudan,SDN,49,25,-
2021,Palestinian,PSE,Slovakia,SVK,7,0,-
2021,Palestinian,PSE,Slovenia,SVN,26,5,-
2021,Palestinian,PSE,Sweden,SWE,1322,488,-
2021,Palestinian,PSE,Thailand,THA,265,5,-
2021,Palestinian,PSE,Togo,TGO,0,5,-
2021,Palestinian,PSE,Tunisia,TUN,34,38,-
2021,Palestinian,PSE,"United Arab Emirates",ARE,16,5,-
2021,Palestinian,PSE,Uganda,UGA,5,0,-
2021,Palestinian,PSE,Ukraine,UKR,10,41,-
2021,Palestinian,PSE,Uruguay,URY,0,5,-
2021,Palestinian,PSE,"United States of America",USA,20,136,-
2021,Palestinian,PSE,"Venezuela (Bolivarian Republic of)",VEN,7,0,-
2021,Palestinian,PSE,Yemen,YEM,576,311,-
2021,Palestinian,PSE,Zambia,ZMB,15,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Australia,AUS,6,96,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Austria,AUT,5,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Brazil,BRA,0,15,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Canada,CAN,5,12,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,"United Kingdom of Great Britain and Northern Ireland",GBR,20,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Germany,DEU,22,10,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Malaysia,MYS,6,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Sweden,SWE,5,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,Switzerland,CHE,5,0,-
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,"United States of America",USA,27,144,-
2021,Georgia,GEO,Argentina,ARG,5,0,-
2021,Georgia,GEO,Armenia,ARM,8,5,-
2021,Georgia,GEO,Australia,AUS,13,26,-
2021,Georgia,GEO,Austria,AUT,309,211,-
2021,Georgia,GEO,Belgium,BEL,159,435,-
2021,Georgia,GEO,Belarus,BLR,48,0,-
2021,Georgia,GEO,Brazil,BRA,11,5,-
2021,Georgia,GEO,Bulgaria,BGR,0,5,-
2021,Georgia,GEO,Canada,CAN,408,170,-
2021,Georgia,GEO,Cyprus,CYP,85,584,-
2021,Georgia,GEO,Czechia,CZE,12,51,-
2021,Georgia,GEO,Denmark,DNK,0,38,-
2021,Georgia,GEO,Estonia,EST,5,0,-
2021,Georgia,GEO,Finland,FIN,0,46,-
2021,Georgia,GEO,France,FRA,5760,2274,-
2021,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,74,715,-
2021,Georgia,GEO,Germany,DEU,711,4285,-
2021,Georgia,GEO,Greece,GRC,262,705,-
