Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","14/03/2023 01:27 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=Y0gv5U
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2021
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2021,Libya,LBY,Ukraine,UKR,5,14,-
2021,Libya,LBY,Uruguay,URY,5,0,-
2021,Libya,LBY,"United States of America",USA,385,1892,-
2021,Libya,LBY,"Venezuela (Bolivarian Republic of)",VEN,5,0,-
2021,"Saint Lucia",LCA,Canada,CAN,419,23,-
2021,"Saint Lucia",LCA,France,FRA,7,0,-
2021,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,26,44,-
2021,"Saint Lucia",LCA,"United States of America",USA,5,24,-
2021,Lebanon,LBN,Egypt,EGY,0,6,-
2021,Lebanon,LBN,Armenia,ARM,26,5,-
2021,Lebanon,LBN,Australia,AUS,476,957,-
2021,Lebanon,LBN,Austria,AUT,122,117,-
2021,Lebanon,LBN,Belgium,BEL,115,155,-
2021,Lebanon,LBN,Belarus,BLR,5,0,-
2021,Lebanon,LBN,Brazil,BRA,414,1935,-
2021,Lebanon,LBN,Bulgaria,BGR,22,6,-
2021,Lebanon,LBN,Canada,CAN,989,551,-
2021,Lebanon,LBN,"Dem. Rep. of the Congo",COD,0,5,-
2021,Lebanon,LBN,"Costa Rica",CRI,0,5,-
2021,Lebanon,LBN,Cyprus,CYP,53,112,-
2021,Lebanon,LBN,Czechia,CZE,5,0,-
2021,Lebanon,LBN,Denmark,DNK,30,5,-
2021,Lebanon,LBN,Ecuador,ECU,19,12,-
2021,Lebanon,LBN,Ethiopia,ETH,0,18,-
2021,Lebanon,LBN,Finland,FIN,13,6,-
2021,Lebanon,LBN,France,FRA,301,160,-
2021,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,205,176,-
2021,Lebanon,LBN,Georgia,GEO,10,37,-
2021,Lebanon,LBN,Germany,DEU,1872,1836,-
2021,Lebanon,LBN,Ghana,GHA,8,0,-
2021,Lebanon,LBN,Greece,GRC,84,26,-
2021,Lebanon,LBN,Hungary,HUN,5,0,-
2021,Lebanon,LBN,"Cote d'Ivoire",CIV,5,0,-
2021,Lebanon,LBN,Ireland,IRL,9,13,-
2021,Lebanon,LBN,Iraq,IRQ,0,10,-
2021,Lebanon,LBN,Italy,ITA,14,59,-
2021,Lebanon,LBN,Jordan,JOR,5,105,-
2021,Lebanon,LBN,Kuwait,KWT,0,5,-
2021,Lebanon,LBN,Luxembourg,LUX,5,15,-
2021,Lebanon,LBN,Latvia,LVA,5,0,-
2021,Lebanon,LBN,Mauritania,MRT,0,14,-
2021,Lebanon,LBN,Malaysia,MYS,5,5,-
2021,Lebanon,LBN,Morocco,MAR,5,37,-
2021,Lebanon,LBN,Malta,MLT,0,5,-
2021,Lebanon,LBN,Netherlands,NLD,118,73,-
2021,Lebanon,LBN,Nigeria,NGA,5,41,-
2021,Lebanon,LBN,Norway,NOR,24,5,-
2021,Lebanon,LBN,Nauru,NRU,12,0,-
2021,Lebanon,LBN,"New Zealand",NZL,0,5,-
2021,Lebanon,LBN,Paraguay,PRY,0,6,-
2021,Lebanon,LBN,Philippines,PHL,5,12,-
2021,Lebanon,LBN,Poland,POL,5,0,-
2021,Lebanon,LBN,Romania,ROU,10,0,-
2021,Lebanon,LBN,"Russian Federation",RUS,5,0,-
2021,Lebanon,LBN,"Saudi Arabia",SAU,0,13,-
2021,Lebanon,LBN,Spain,ESP,30,80,-
2021,Lebanon,LBN,Sweden,SWE,509,227,-
2021,Lebanon,LBN,Switzerland,CHE,47,23,-
2021,Lebanon,LBN,"Syrian Arab Rep.",SYR,24,10,-
2021,Lebanon,LBN,"United Rep. of Tanzania",TZA,5,0,-
2021,Lebanon,LBN,Togo,TGO,11,16,-
2021,Lebanon,LBN,Tunisia,TUN,6,23,-
2021,Lebanon,LBN,"United Arab Emirates",ARE,16,10,-
2021,Lebanon,LBN,Ukraine,UKR,9,13,-
2021,Lebanon,LBN,"United States of America",USA,381,1918,-
2021,Lebanon,LBN,"Venezuela (Bolivarian Republic of)",VEN,12,0,-
2021,Lesotho,LSO,Brazil,BRA,0,5,-
2021,Lesotho,LSO,Canada,CAN,0,5,-
2021,Lesotho,LSO,Ireland,IRL,0,7,-
2021,Lesotho,LSO,Israel,ISR,0,6,-
2021,Lesotho,LSO,"South Africa",ZAF,0,18,-
2021,Lesotho,LSO,"United States of America",USA,6,0,-
2021,Liechtenstein,LIE,Italy,ITA,5,5,-
2021,"Sri Lanka",LKA,Egypt,EGY,0,10,-
2021,"Sri Lanka",LKA,Argentina,ARG,36,0,-
2021,"Sri Lanka",LKA,Australia,AUS,3935,2686,-
2021,"Sri Lanka",LKA,Austria,AUT,71,21,-
2021,"Sri Lanka",LKA,Belgium,BEL,309,50,-
2021,"Sri Lanka",LKA,Benin,BEN,5,0,-
2021,"Sri Lanka",LKA,Brazil,BRA,19,77,-
2021,"Sri Lanka",LKA,Canada,CAN,2455,625,-
2021,"Sri Lanka",LKA,Chile,CHL,5,0,-
2021,"Sri Lanka",LKA,Cyprus,CYP,29,430,-
2021,"Sri Lanka",LKA,Czechia,CZE,7,0,-
2021,"Sri Lanka",LKA,Denmark,DNK,35,0,-
2021,"Sri Lanka",LKA,"Dominican Rep.",DOM,0,5,-
2021,"Sri Lanka",LKA,Ecuador,ECU,18,5,-
2021,"Sri Lanka",LKA,Estonia,EST,5,0,-
2021,"Sri Lanka",LKA,Finland,FIN,33,6,-
2021,"Sri Lanka",LKA,France,FRA,33792,614,-
2021,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,4668,1591,-
2021,"Sri Lanka",LKA,Georgia,GEO,0,5,-
2021,"Sri Lanka",LKA,Germany,DEU,3591,487,-
2021,"Sri Lanka",LKA,Greece,GRC,55,43,-
2021,"Sri Lanka",LKA,Guatemala,GTM,0,5,-
2021,"Sri Lanka",LKA,Guinea,GIN,10,0,-
2021,"Sri Lanka",LKA,"China, Hong Kong SAR",HKG,20,0,-
2021,"Sri Lanka",LKA,Hungary,HUN,11,0,-
2021,"Sri Lanka",LKA,Iceland,ISL,5,0,-
2021,"Sri Lanka",LKA,India,IND,92431,0,-
2021,"Sri Lanka",LKA,Indonesia,IDN,407,31,-
2021,"Sri Lanka",LKA,Ireland,IRL,25,7,-
2021,"Sri Lanka",LKA,Israel,ISR,0,957,-
2021,"Sri Lanka",LKA,Italy,ITA,362,184,-
2021,"Sri Lanka",LKA,Jordan,JOR,9,5,-
2021,"Sri Lanka",LKA,Japan,JPN,59,0,-
2021,"Sri Lanka",LKA,Kenya,KEN,9,0,-
2021,"Sri Lanka",LKA,"Rep. of Korea",KOR,8,191,-
2021,"Sri Lanka",LKA,Kuwait,KWT,0,6,-
2021,"Sri Lanka",LKA,Lebanon,LBN,0,19,-
2021,"Sri Lanka",LKA,Lithuania,LTU,10,5,-
2021,"Sri Lanka",LKA,Luxembourg,LUX,5,0,-
2021,"Sri Lanka",LKA,Latvia,LVA,5,0,-
2021,"Sri Lanka",LKA,Mexico,MEX,20,30,-
2021,"Sri Lanka",LKA,Malaysia,MYS,795,895,-
2021,"Sri Lanka",LKA,Morocco,MAR,0,5,-
2021,"Sri Lanka",LKA,Malta,MLT,7,5,-
2021,"Sri Lanka",LKA,Nepal,NPL,19,0,-
2021,"Sri Lanka",LKA,Netherlands,NLD,290,44,-
2021,"Sri Lanka",LKA,Norway,NOR,45,5,-
2021,"Sri Lanka",LKA,Nauru,NRU,77,12,-
2021,"Sri Lanka",LKA,"New Zealand",NZL,46,52,-
2021,"Sri Lanka",LKA,Pakistan,PAK,0,11,-
2021,"Sri Lanka",LKA,Panama,PAN,0,7,-
2021,"Sri Lanka",LKA,Paraguay,PRY,5,0,-
2021,"Sri Lanka",LKA,Peru,PER,0,7,-
2021,"Sri Lanka",LKA,Philippines,PHL,18,0,-
2021,"Sri Lanka",LKA,"Papua New Guinea",PNG,6,0,-
2021,"Sri Lanka",LKA,Poland,POL,11,0,-
2021,"Sri Lanka",LKA,Portugal,PRT,33,7,-
2021,"Sri Lanka",LKA,Romania,ROU,0,5,-
2021,"Sri Lanka",LKA,"South Africa",ZAF,10,17,-
2021,"Sri Lanka",LKA,Senegal,SEN,0,6,-
2021,"Sri Lanka",LKA,Spain,ESP,67,30,-
2021,"Sri Lanka",LKA,Slovakia,SVK,0,9,-
2021,"Sri Lanka",LKA,Sweden,SWE,27,27,-
2021,"Sri Lanka",LKA,Switzerland,CHE,6059,659,-
2021,"Sri Lanka",LKA,"Syrian Arab Rep.",SYR,0,5,-
2021,"Sri Lanka",LKA,"Turks and Caicos Islands",TCA,7,0,-
2021,"Sri Lanka",LKA,Thailand,THA,106,19,-
2021,"Sri Lanka",LKA,Togo,TGO,0,5,-
2021,"Sri Lanka",LKA,"Trinidad and Tobago",TTO,5,0,-
2021,"Sri Lanka",LKA,Ukraine,UKR,8,30,-
2021,"Sri Lanka",LKA,"United States of America",USA,1007,2252,-
2021,Lithuania,LTU,Belgium,BEL,5,0,-
2021,Lithuania,LTU,Brazil,BRA,0,8,-
2021,Lithuania,LTU,Canada,CAN,18,7,-
2021,Lithuania,LTU,France,FRA,6,0,-
2021,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2021,Lithuania,LTU,Germany,DEU,5,0,-
2021,Lithuania,LTU,"Russian Federation",RUS,5,0,-
2021,Lithuania,LTU,Sweden,SWE,0,7,-
2021,Lithuania,LTU,"United States of America",USA,15,87,-
2021,Latvia,LVA,Canada,CAN,48,5,-
2021,Latvia,LVA,"Costa Rica",CRI,0,5,-
2021,Latvia,LVA,France,FRA,38,0,-
2021,Latvia,LVA,Germany,DEU,6,0,-
2021,Latvia,LVA,"Russian Federation",RUS,9,0,-
2021,Latvia,LVA,Uruguay,URY,5,0,-
2021,Latvia,LVA,"United States of America",USA,16,110,-
2021,"China, Macao SAR",MAC,Brazil,BRA,0,28,-
2021,"China, Macao SAR",MAC,"United States of America",USA,0,6,-
2021,Madagascar,MDG,Belgium,BEL,0,5,-
2021,Madagascar,MDG,Canada,CAN,20,20,-
2021,Madagascar,MDG,France,FRA,388,295,-
2021,Madagascar,MDG,Germany,DEU,5,9,-
2021,Madagascar,MDG,Italy,ITA,0,5,-
2021,Madagascar,MDG,Lebanon,LBN,0,15,-
2021,Madagascar,MDG,Switzerland,CHE,5,0,-
2021,Madagascar,MDG,"United States of America",USA,7,24,-
2021,Mauritania,MRT,Angola,AGO,323,5402,-
2021,Mauritania,MRT,Austria,AUT,5,0,-
2021,Mauritania,MRT,Belgium,BEL,274,200,-
2021,Mauritania,MRT,Brazil,BRA,60,243,-
2021,Mauritania,MRT,Bulgaria,BGR,0,5,-
2021,Mauritania,MRT,Canada,CAN,225,109,-
2021,Mauritania,MRT,Cameroon,CMR,5,5,-
2021,Mauritania,MRT,Congo,COG,5,45,-
2021,Mauritania,MRT,France,FRA,7860,1123,-
2021,Mauritania,MRT,Gabon,GAB,6,0,-
2021,Mauritania,MRT,"United Kingdom of Great Britain and Northern Ireland",GBR,7,7,-
2021,Mauritania,MRT,Germany,DEU,65,74,-
2021,Mauritania,MRT,Greece,GRC,68,0,-
2021,Mauritania,MRT,Croatia,HRV,5,0,-
2021,Mauritania,MRT,"Cote d'Ivoire",CIV,5,5,-
2021,Mauritania,MRT,Italy,ITA,273,5,-
2021,Mauritania,MRT,Mexico,MEX,6,71,-
2021,Mauritania,MRT,Mali,MLI,14965,0,-
2021,Mauritania,MRT,Morocco,MAR,7,14,-
2021,Mauritania,MRT,Netherlands,NLD,6,5,-
2021,Mauritania,MRT,Norway,NOR,5,0,-
2021,Mauritania,MRT,Portugal,PRT,0,5,-
2021,Mauritania,MRT,Senegal,SEN,14148,77,-
2021,Mauritania,MRT,Spain,ESP,18,195,-
2021,Mauritania,MRT,Sweden,SWE,13,0,-
2021,Mauritania,MRT,Switzerland,CHE,9,0,-
2021,Mauritania,MRT,"United States of America",USA,916,1115,-
2021,"North Macedonia",MKD,Argentina,ARG,9,0,-
2021,"North Macedonia",MKD,Australia,AUS,5,86,-
2021,"North Macedonia",MKD,Austria,AUT,12,52,-
2021,"North Macedonia",MKD,Belgium,BEL,133,145,-
2021,"North Macedonia",MKD,Brazil,BRA,6,5,-
2021,"North Macedonia",MKD,Canada,CAN,8,5,-
2021,"North Macedonia",MKD,Denmark,DNK,0,5,-
2021,"North Macedonia",MKD,France,FRA,723,254,-
2021,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,15,11,-
2021,"North Macedonia",MKD,Germany,DEU,607,3007,-
2021,"North Macedonia",MKD,Greece,GRC,0,5,-
2021,"North Macedonia",MKD,Iceland,ISL,5,0,-
2021,"North Macedonia",MKD,Ireland,IRL,6,0,-
2021,"North Macedonia",MKD,Israel,ISR,0,23,-
2021,"North Macedonia",MKD,Italy,ITA,15,63,-
2021,"North Macedonia",MKD,Malta,MLT,5,7,-
2021,"North Macedonia",MKD,Spain,ESP,0,15,-
2021,"North Macedonia",MKD,Sweden,SWE,36,23,-
2021,"North Macedonia",MKD,Switzerland,CHE,155,31,-
2021,"North Macedonia",MKD,"United States of America",USA,102,245,-
2021,"Rep. of Moldova",MDA,Austria,AUT,17,195,-
2021,"Rep. of Moldova",MDA,Belgium,BEL,5,235,-
2021,"Rep. of Moldova",MDA,Canada,CAN,45,7,-
2021,"Rep. of Moldova",MDA,Cyprus,CYP,18,15,-
2021,"Rep. of Moldova",MDA,Czechia,CZE,17,18,-
2021,"Rep. of Moldova",MDA,Finland,FIN,6,0,-
2021,"Rep. of Moldova",MDA,France,FRA,449,282,-
2021,"Rep. of Moldova",MDA,"United Kingdom of Great Britain and Northern Ireland",GBR,5,5,-
2021,"Rep. of Moldova",MDA,Germany,DEU,129,2364,-
2021,"Rep. of Moldova",MDA,Greece,GRC,13,63,-
2021,"Rep. of Moldova",MDA,Hungary,HUN,5,0,-
2021,"Rep. of Moldova",MDA,Ireland,IRL,51,0,-
2021,"Rep. of Moldova",MDA,Israel,ISR,0,361,-
2021,"Rep. of Moldova",MDA,Italy,ITA,36,104,-
2021,"Rep. of Moldova",MDA,Netherlands,NLD,5,20,-
2021,"Rep. of Moldova",MDA,Norway,NOR,5,5,-
2021,"Rep. of Moldova",MDA,"Russian Federation",RUS,22,0,-
2021,"Rep. of Moldova",MDA,Spain,ESP,0,110,-
2021,"Rep. of Moldova",MDA,Sweden,SWE,8,13,-
2021,"Rep. of Moldova",MDA,Switzerland,CHE,10,0,-
2021,"Rep. of Moldova",MDA,Ukraine,UKR,0,5,-
2021,"Rep. of Moldova",MDA,"United States of America",USA,1344,3079,-
2021,Maldives,MDV,Australia,AUS,13,16,-
2021,Maldives,MDV,France,FRA,6,0,-
2021,Maldives,MDV,"United Kingdom of Great Britain and Northern Ireland",GBR,46,0,-
2021,Maldives,MDV,India,IND,5,0,-
2021,Maldives,MDV,"New Zealand",NZL,5,0,-
2021,Maldives,MDV,"United States of America",USA,5,5,-
2021,Mexico,MEX,Argentina,ARG,0,6,-
2021,Mexico,MEX,Australia,AUS,14,31,-
2021,Mexico,MEX,Brazil,BRA,8,47,-
2021,Mexico,MEX,Canada,CAN,3609,6212,-
2021,Mexico,MEX,"Costa Rica",CRI,13,53,-
2021,Mexico,MEX,France,FRA,36,5,-
2021,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,16,75,-
2021,Mexico,MEX,Germany,DEU,24,7,-
2021,Mexico,MEX,Guatemala,GTM,0,11,-
2021,Mexico,MEX,Honduras,HND,0,5,-
2021,Mexico,MEX,Ireland,IRL,9,10,-
2021,Mexico,MEX,Israel,ISR,0,5,-
2021,Mexico,MEX,Italy,ITA,0,5,-
2021,Mexico,MEX,Netherlands,NLD,7,0,-
2021,Mexico,MEX,Panama,PAN,5,0,-
2021,Mexico,MEX,Peru,PER,0,11,-
2021,Mexico,MEX,"El Salvador",SLV,5,0,-
2021,Mexico,MEX,Spain,ESP,40,135,-
2021,Mexico,MEX,Sweden,SWE,0,5,-
2021,Mexico,MEX,"Trinidad and Tobago",TTO,6,0,-
2021,Mexico,MEX,Uruguay,URY,5,0,-
2021,Mexico,MEX,"United States of America",USA,12606,111313,-
2021,"Marshall Islands",MHL,"United States of America",USA,7,0,-
2021,Mali,MLI,Algeria,DZA,206,387,-
2021,Mali,MLI,Egypt,EGY,0,10,-
2021,Mali,MLI,Argentina,ARG,9,0,-
2021,Mali,MLI,Austria,AUT,14,12,-
2021,Mali,MLI,Burundi,BDI,13,0,-
2021,Mali,MLI,Belgium,BEL,99,85,-
2021,Mali,MLI,Benin,BEN,48,14,-
2021,Mali,MLI,"Burkina Faso",BFA,24560,9209,-
2021,Mali,MLI,Brazil,BRA,95,432,-
2021,Mali,MLI,Bulgaria,BGR,5,0,-
2021,Mali,MLI,Canada,CAN,238,145,-
2021,Mali,MLI,Chad,TCD,7,0,-
2021,Mali,MLI,Cameroon,CMR,16,360,-
2021,Mali,MLI,Congo,COG,5,0,-
2021,Mali,MLI,"Dem. Rep. of the Congo",COD,0,11,-
2021,Mali,MLI,Cyprus,CYP,0,6,-
2021,Mali,MLI,Djibouti,DJI,5,5,-
2021,Mali,MLI,Ecuador,ECU,5,0,-
2021,Mali,MLI,Ethiopia,ETH,0,5,-
2021,Mali,MLI,Finland,FIN,8,0,-
2021,Mali,MLI,France,FRA,7561,1881,-
2021,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,28,67,-
2021,Mali,MLI,Germany,DEU,392,364,-
2021,Mali,MLI,Ghana,GHA,0,5,-
2021,Mali,MLI,Greece,GRC,145,59,-
2021,Mali,MLI,Guinea,GIN,9,0,-
2021,Mali,MLI,Iceland,ISL,5,0,-
2021,Mali,MLI,"Cote d'Ivoire",CIV,25,5,-
2021,Mali,MLI,Indonesia,IDN,0,5,-
2021,Mali,MLI,Ireland,IRL,5,0,-
2021,Mali,MLI,Israel,ISR,0,5,-
2021,Mali,MLI,Italy,ITA,11375,1135,-
2021,Mali,MLI,"Rep. of Korea",KOR,8,78,-
2021,Mali,MLI,Liberia,LBR,19,0,-
2021,Mali,MLI,Libya,LBY,0,25,-
2021,Mali,MLI,Luxembourg,LUX,0,5,-
2021,Mali,MLI,Mauritania,MRT,74196,1716,-
2021,Mali,MLI,Mexico,MEX,5,52,-
2021,Mali,MLI,Malaysia,MYS,5,0,-
2021,Mali,MLI,Morocco,MAR,58,765,-
2021,Mali,MLI,Malta,MLT,20,107,-
2021,Mali,MLI,Netherlands,NLD,14,8,-
2021,Mali,MLI,Niger,NER,61490,95,-
2021,Mali,MLI,Nigeria,NGA,143,28,-
2021,Mali,MLI,Norway,NOR,8,0,-
2021,Mali,MLI,Portugal,PRT,15,33,-
2021,Mali,MLI,Romania,ROU,5,5,-
2021,Mali,MLI,"South Africa",ZAF,5,120,-
2021,Mali,MLI,"Saudi Arabia",SAU,0,5,-
2021,Mali,MLI,Senegal,SEN,0,71,-
2021,Mali,MLI,Spain,ESP,1457,6040,-
2021,Mali,MLI,Sweden,SWE,41,5,-
2021,Mali,MLI,Switzerland,CHE,33,5,-
2021,Mali,MLI,Togo,TGO,76,42,-
2021,Mali,MLI,Tunisia,TUN,14,106,-
2021,Mali,MLI,Uganda,UGA,0,5,-
2021,Mali,MLI,"United States of America",USA,896,645,-
2021,Mali,MLI,Yemen,YEM,0,5,-
2021,Mali,MLI,Zimbabwe,ZWE,6,114,-
2021,Malaysia,MYS,Australia,AUS,687,19065,-
2021,Malaysia,MYS,Brazil,BRA,0,5,-
2021,Malaysia,MYS,Canada,CAN,0,20,-
2021,Malaysia,MYS,France,FRA,28,5,-
2021,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,307,417,-
2021,Malaysia,MYS,Germany,DEU,19,10,-
2021,Malaysia,MYS,Ireland,IRL,9,18,-
2021,Malaysia,MYS,Italy,ITA,0,5,-
2021,Malaysia,MYS,"Rep. of Korea",KOR,0,875,-
2021,Malaysia,MYS,Netherlands,NLD,8,0,-
2021,Malaysia,MYS,Nauru,NRU,5,0,-
2021,Malaysia,MYS,"New Zealand",NZL,17,21,-
2021,Malaysia,MYS,Philippines,PHL,0,5,-
2021,Malaysia,MYS,Sweden,SWE,14,0,-
2021,Malaysia,MYS,"United States of America",USA,88,409,-
2021,Malawi,MWI,Canada,CAN,29,42,-
2021,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,293,73,-
2021,Malawi,MWI,Germany,DEU,7,5,-
2021,Malawi,MWI,Ireland,IRL,142,125,-
2021,Malawi,MWI,Israel,ISR,0,75,-
2021,Malawi,MWI,"South Africa",ZAF,8,1520,-
2021,Malawi,MWI,"United States of America",USA,34,178,-
2021,Montenegro,MNE,Austria,AUT,5,0,-
2021,Montenegro,MNE,Belgium,BEL,13,10,-
2021,Montenegro,MNE,France,FRA,197,6,-
2021,Montenegro,MNE,Germany,DEU,212,207,-
2021,Montenegro,MNE,Croatia,HRV,0,5,-
2021,Montenegro,MNE,Ireland,IRL,5,0,-
2021,Montenegro,MNE,Israel,ISR,0,7,-
2021,Montenegro,MNE,Italy,ITA,13,10,-
2021,Montenegro,MNE,Luxembourg,LUX,6,0,-
2021,Montenegro,MNE,Sweden,SWE,21,18,-
2021,Montenegro,MNE,Switzerland,CHE,51,9,-
2021,Montenegro,MNE,"United States of America",USA,100,537,-
2021,Mongolia,MNG,Australia,AUS,15,369,-
2021,Mongolia,MNG,Austria,AUT,116,70,-
2021,Mongolia,MNG,Belgium,BEL,0,10,-
2021,Mongolia,MNG,Brazil,BRA,0,7,-
2021,Mongolia,MNG,Canada,CAN,149,24,-
2021,Mongolia,MNG,Cyprus,CYP,0,5,-
2021,Mongolia,MNG,Czechia,CZE,10,8,-
2021,Mongolia,MNG,Denmark,DNK,0,5,-
2021,Mongolia,MNG,France,FRA,832,48,-
2021,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,53,66,-
2021,Mongolia,MNG,Germany,DEU,235,204,-
2021,Mongolia,MNG,Ireland,IRL,8,5,-
2021,Mongolia,MNG,"Rep. of Korea",KOR,0,177,-
2021,Mongolia,MNG,Netherlands,NLD,28,6,-
2021,Mongolia,MNG,"New Zealand",NZL,6,0,-
2021,Mongolia,MNG,Spain,ESP,5,20,-
2021,Mongolia,MNG,Sweden,SWE,240,139,-
2021,Mongolia,MNG,Switzerland,CHE,176,9,-
2021,Mongolia,MNG,"United States of America",USA,635,3501,-
2021,Morocco,MAR,Argentina,ARG,0,13,-
2021,Morocco,MAR,Australia,AUS,12,19,-
2021,Morocco,MAR,Austria,AUT,42,523,-
2021,Morocco,MAR,Belgium,BEL,167,340,-
2021,Morocco,MAR,Brazil,BRA,30,746,-
2021,Morocco,MAR,"Bosnia and Herzegovina",BIH,0,7,-
2021,Morocco,MAR,Bulgaria,BGR,5,129,-
2021,Morocco,MAR,Canada,CAN,155,160,-
2021,Morocco,MAR,Cameroon,CMR,7,0,-
2021,Morocco,MAR,Cyprus,CYP,0,11,-
2021,Morocco,MAR,Denmark,DNK,10,34,-
2021,Morocco,MAR,Ecuador,ECU,5,0,-
2021,Morocco,MAR,Finland,FIN,39,16,-
2021,Morocco,MAR,France,FRA,1296,207,-
2021,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,221,368,-
2021,Morocco,MAR,Georgia,GEO,0,5,-
2021,Morocco,MAR,Germany,DEU,866,1156,-
2021,Morocco,MAR,Greece,GRC,230,117,-
2021,Morocco,MAR,Iceland,ISL,8,0,-
2021,Morocco,MAR,Ireland,IRL,14,70,-
2021,Morocco,MAR,Italy,ITA,920,887,-
2021,Morocco,MAR,Jordan,JOR,0,10,-
2021,Morocco,MAR,"Rep. of Korea",KOR,5,176,-
2021,Morocco,MAR,Lebanon,LBN,5,8,-
2021,Morocco,MAR,Luxembourg,LUX,0,15,-
2021,Morocco,MAR,"North Macedonia",MKD,0,5,-
2021,Morocco,MAR,Mexico,MEX,5,7,-
2021,Morocco,MAR,Malaysia,MYS,5,0,-
2021,Morocco,MAR,Montenegro,MNE,0,12,-
2021,Morocco,MAR,Malta,MLT,30,97,-
2021,Morocco,MAR,Netherlands,NLD,75,341,-
2021,Morocco,MAR,Norway,NOR,14,5,-
2021,Morocco,MAR,Philippines,PHL,5,0,-
2021,Morocco,MAR,Portugal,PRT,9,126,-
2021,Morocco,MAR,Qatar,QAT,0,5,-
2021,Morocco,MAR,Romania,ROU,5,9,-
2021,Morocco,MAR,"South Africa",ZAF,5,6,-
2021,Morocco,MAR,Spain,ESP,722,6355,-
2021,Morocco,MAR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,26,-
2021,Morocco,MAR,Slovakia,SVK,0,11,-
2021,Morocco,MAR,Slovenia,SVN,0,12,-
2021,Morocco,MAR,Sweden,SWE,256,148,-
2021,Morocco,MAR,Switzerland,CHE,85,96,-
2021,Morocco,MAR,"Syrian Arab Rep.",SYR,0,5,-
2021,Morocco,MAR,Thailand,THA,0,5,-
2021,Morocco,MAR,Tunisia,TUN,0,5,-
2021,Morocco,MAR,Ukraine,UKR,0,10,-
2021,Morocco,MAR,Uruguay,URY,0,17,-
2021,Morocco,MAR,"United States of America",USA,132,312,-
2021,Mozambique,MOZ,Australia,AUS,0,5,-
2021,Mozambique,MOZ,Belgium,BEL,0,10,-
2021,Mozambique,MOZ,Brazil,BRA,5,87,-
2021,Mozambique,MOZ,France,FRA,19,0,-
2021,Mozambique,MOZ,"United Kingdom of Great Britain and Northern Ireland",GBR,7,5,-
2021,Mozambique,MOZ,Germany,DEU,13,32,-
2021,Mozambique,MOZ,Iceland,ISL,5,0,-
2021,Mozambique,MOZ,Ireland,IRL,5,0,-
2021,Mozambique,MOZ,Israel,ISR,0,5,-
2021,Mozambique,MOZ,Kenya,KEN,8,0,-
2021,Mozambique,MOZ,"Rep. of Korea",KOR,0,7,-
2021,Mozambique,MOZ,Malawi,MWI,0,5,-
2021,Mozambique,MOZ,"South Africa",ZAF,0,261,-
2021,Mozambique,MOZ,Somalia,SOM,0,5,-
2021,Mozambique,MOZ,Sweden,SWE,0,5,-
2021,Mozambique,MOZ,"United States of America",USA,28,53,-
2021,Mozambique,MOZ,Zimbabwe,ZWE,0,8240,-
2021,Malta,MLT,Brazil,BRA,0,5,-
2021,Malta,MLT,Canada,CAN,7,0,-
2021,Mauritius,MUS,Australia,AUS,10,140,-
2021,Mauritius,MUS,Canada,CAN,13,16,-
2021,Mauritius,MUS,France,FRA,44,0,-
2021,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,69,106,-
2021,Mauritius,MUS,Germany,DEU,5,5,-
2021,Mauritius,MUS,Ireland,IRL,21,24,-
2021,Mauritius,MUS,Italy,ITA,5,9,-
2021,Mauritius,MUS,Portugal,PRT,0,5,-
2021,Mauritius,MUS,"United States of America",USA,31,46,-
2021,Myanmar,MMR,Armenia,ARM,0,5,-
2021,Myanmar,MMR,Australia,AUS,407,777,-
2021,Myanmar,MMR,Austria,AUT,32,9,-
2021,Myanmar,MMR,Belgium,BEL,8,5,-
2021,Myanmar,MMR,Bangladesh,BGD,918898,0,-
2021,Myanmar,MMR,Brazil,BRA,0,6,-
